Text,Marked,Labels
துலக்கமான,துலக்கம் + மான, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
வந்துவிட்டான்,வந்த + விட்டான், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அந்நியமான,அந்நிய + மான, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
இருந்தார்கள்,இருந்த + அர்கள், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
இருக்கிறது,இருக்க + இரு, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
சிலந்தியின்,சிலந்தி + இன், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
பலாச்சுளை,பலா+சுளை, NSP NSP NSP SP NSP NSP NSP NSP
படக்காட்சி,படம்+காட்சி, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
பொற்சிலை,பொன்+சிலை, NSP NSP NSP NSP SP NSP NSP NSP NSP
பொன்வளையல்,பொன்+வளையல், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
கண்ணழகு,கண்+அழகு, NSP NSP NSP SP NSP NSP NSP NSP
மலர்மாலை,மலர்+மாலை, NSP NSP NSP NSP SP NSP NSP NSP NSP
பனைமரம்,பனை+மரம், NSP NSP NSP SP NSP NSP NSP NSP
மரவேர்,மரம் + வேர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
செந்தமிழ்,செம் + தமிழ், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
பஞ்சகத்தி,பஞ்சம் + கத்தி, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
மெய்யாளர்,மெய் + யாளர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
பழநீர்,பழம் + நீர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
நிலவழி,நிலம் + வழி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
வாழ்விடம்,வாழ்வு + இடம், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சிந்தனை,சிது + தனை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
அருங்காட்சி,அரும் + காட்சி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
காவலர்,காவல் + லர், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
வேறுபாடு,வேறு + பாடு, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
கண்ணோட்டம்,கண் + நோட்டம், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
நீர்வளம்,நீர் + வளம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
நூலாளர்,நூல் + ஆலர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
தங்கம்,தன் + கம், NSP NSP NSP NSP SP NSP NSP NSP NSP
காய்ச்சல்,காய் + ச்சல், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
பாசமயம்,பாசம் + அயம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
தேசாந்திரி,தேசம் + அந்திரி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
நல்லாசி,நல் + ஆசி, NSP NSP NSP NSP SP NSP NSP NSP NSP
சிற்றறிவு,சிறு + அறிவு, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
உள்ளகம்,உள் + லகம், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
கனல்நீர்,கனல் + நீர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சூழ்வளம்,சூழ் + வளம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
வணிகர்,வணிகம் + இர், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
புணர்ச்சி,புணர் + ச்சி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
வடநாடு,வட + நாடு, NSP NSP NSP SP NSP NSP NSP NSP NSP
பொன்னுலகம்,பொன் + உலகம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
மாடுவாசல்,மாடு + வாசல், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
கடல்சாரம்,கடல் + சாரம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
கலந்துரை,கலந்து + உரை, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
பாடல்சாரம்,பாடல் + சாரம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
வானவெளி,வானம் + வெளி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
வீரமணி,வீரம் + மணி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
மணியாரும்,மணி + ஆரும், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
திடம்கொள்,திடம் + கொள், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
புத்தகவாசி,புத்தகம் + வாசி, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
நூற்காட்சி,நூல் + காட்சி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
முரசோலி,முரசு + ஓலி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
வேளாண்மை,வேளை + ஆண்மை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
செல்வமுறை,செல்வம் + முறை, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
இலக்கியம்,இலக்கு + இயம், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
காதல்மொழி,காதல் + மொழி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அழகுருவி,அழகு + உருவி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
பொற்கதை,பொன் + கதை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
கொடையரசு,கொடை + அரசு, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பணியாளன்,பணி + ஆளன், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
விலங்கியல்,விலங்கு + இயல், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
விழியார்,விழி + யார், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மண்ணமர்,மண் + அமர், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சாந்தியாழி,சாந்தி + ஆழி, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
கடல்நகர்,கடல் + நகர, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
நாட்டியக் கலை,நாட்டியம் + கலை, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
நிலவந்தி,நிலம் + அந்தி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
கூழ்நீர்மை,கூழ் + நீர்மை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
சிற்றொழுகு,சிறு + ஒழுகு, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
முடிவுரை,முடிவு + உரை, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
சபாநாயகர்,சபை + நாயகர், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
வணங்கல்,வணங்கு + அல், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
சுயமரியாதை,சுயம் + மரியாதை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
கழகத் தலைவர்,கழகம் + தலைவர், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
பருவநிலை,பருவம் + நிலை, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பசுமைநிலம்,பசுமை + நிலம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
உழவர்மணி,உழவர் + மணி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
திரையரங்கு,திரை + அரங்கு, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
பொன்மாலை,பொன் + மாலை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
கவிதைவளம்,கவிதை + வளம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
கவிதைநூல்,கவிதை + நூல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மரமோடு,மரம் + ஓடு, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
சந்தனக்கால்,சந்தனம் + காலை, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
தமிழ்ச் சொல்,தமிழ் + சொல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
தென்னமுது,தென்னம் + முது, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
கற்கோலம்,கல் + கோலம், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
கொடியருவி,கொடி + அருவி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
செம்மரம்,செம் + மரம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
நிலவுசுடர்,நிலவு + சுடர், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
சொற்பழம்,சொல் + பழம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
நறும்பூ,நறும் + பூ, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
குடிமகன்,குடி + மகன், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
வளம்நிலம்,வளம் + நிலம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
மானுடவளம்,மானுடம் + வளம், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மின்சாரம்,மின் + சாரம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
குமிழ்நீர்,குமிழ் + நீர், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
புதுமணம்,புது + மணம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
குடிசொல்,குடி + சொல், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
உயிர்வளி,உயிர் + வளி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
இலவசநீர்,இலவசம் + நீர், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
வள்ளுவர்,வள்ளு + அவர், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சிந்தாமணி,சிந்தை + மணி, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
வெள்ளநீர்,வெள்ளம் + நீர், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
வானளி,வானம் + அளி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
கூந்தல்,கூந் + தல், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
குளிர்ந்தலை,குளிர் + தலைய, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
வடசெல்வம்,வட + செல்வம், NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அமிழ்தமோர்,அமிழ்தம் + ஓர், NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
பந்தல்,பந்தம் + அல், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
குளம்பேர்,குளம் + பேர், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மாயவரம்,மாயம் + வரம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அசைவகம்,அசை + வகம், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பற்பலம்,பல + பலம், NSP NSP NSP SP NSP NSP NSP NSP NSP
வருங்காலம்,வரும் + காலம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
கற்பகமரம்,கற்பகம் + மரம், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
நெடுநாள்,நெடு + நாள், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சுடரொளி,சுடர் + ஒளி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
ஆற்றொழில்,ஆற்று + தொழில், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
பொற்கோவில்,பொன் + கோவில், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
வேளாண்,வேலை + ஆண், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
மண்ணிடு,மண் + இடு, NSP NSP NSP NSP SP NSP NSP NSP NSP
கதிரோன்,கதிர் + ஓன், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
பொருளாதாரம்,பொருள் + ஆதாரம், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
பாடசாலை,பாடம் + சாலை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சோலையடை,சோலை + அடை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
கொடிக்கொடி,கொடி + கொடி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சிற்றரசு,சிறு + அரசு, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
கடலோரம்,கடல் + ஓரம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
தென்றல்,தென் + தல், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
வீரவிழா,வீரம் + விழா, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
உணவகம்,உணவு + அகம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
நிழல்வேல்,நிழல் + வேல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மகிழ்ச்சி,மகிழ் + ச்சி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
தங்கவேல்,தங்கம் + வேல், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பிள்ளையார்,பிள்ளை + யார், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மணிமொழி,மணி + மொழி, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மணிக்கோல்,மணி + கோல், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
வெண்ணெய்,வெண் + நெய், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
வானவில்,வானம் + வில், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
கொடியிலங்கு,கொடி + இலம் + இங்கு, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
மரபு வழி,மரபு + வழி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
மலர்க்கொடி,மலர் + கொடி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மெய்ப்பொருள்,மெய் + பொருள், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
வானொலி,வான் + ஒலி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
முத்தமிழ்,முத் + தமிழ், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
நுண்கலை,நுண் + கலை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
கதிர்கோள்,கதிர் + கோள், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
உடனடி,உடன் + அடி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
விருட்சம்,விரு + ச்சம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
கலந்தகூட்டம்,கலந்து + கூட்டம், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
பரந்தகோலம்,பரந்து + கோலம், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
நெடும்பால்,நெடு + பால், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அகிலநிலை,அகிலம் + நிலை, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சுவையமை,சுவை + அமை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
காற்று நடை,காற்று + நடை, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
நல்லிணக்கம்,நல் + இணக்கம், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
உறவுநிலை,உறவு + நிலை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சாய்க்கோலம்,சாய்க்கு + கோலம், NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
நிலவறிவு,நிலவு + அறிவு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
பொறியியல்,பொறி + இயல், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பணிநிலை,பணி + நிலை, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
முற்றுமனை,முறை + மனை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
நூறாண்டு,நூறு + ஆண்டு, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
பண்பாளர்,பண்பு + ஆளர், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சீர்திருத்தம்,சீர் + திருத்தம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
